,model,C0,S0,pato0,k_ap,GFP
330,simple,0.1,0.31622776601683794,1.0,0.00013219411484660288,0.14090088199130402
331,simple,0.1,0.31622776601683794,1.0,0.00015556761439304722,0.14111282788638552
332,simple,0.1,0.31622776601683794,1.0,0.0001830738280295368,0.14140644849812345
333,simple,0.1,0.31622776601683794,1.0,0.00021544346900318823,0.1418131509150367
334,simple,0.1,0.31622776601683794,1.0,0.00025353644939701115,0.1423763639132098
335,simple,0.1,0.31622776601683794,1.0,0.0002983647240283337,0.1431560053751846
336,simple,0.1,0.31622776601683794,1.0,0.0003511191734215131,0.14423453669033476
337,simple,0.1,0.31622776601683794,1.0,0.00041320124001153346,0.14572494282870152
338,simple,0.1,0.31622776601683794,1.0,0.00048626015800653534,0.14778087998360495
339,simple,0.1,0.31622776601683794,1.0,0.0005722367659350214,0.1506089678801209
340,simple,0.1,0.31622776601683794,1.0,0.0006734150657750821,0.15448116666746056
341,simple,0.1,0.31622776601683794,1.0,0.0007924828983539169,0.15974239282793135
342,simple,0.1,0.31622776601683794,1.0,0.0009326033468832199,0.16679917327308424
343,simple,0.1,0.31622776601683794,1.0,0.0010974987654930556,0.17605794188135818
344,simple,0.1,0.31622776601683794,1.0,0.001291549665014884,0.18775565869946562
345,simple,0.1,0.31622776601683794,1.0,0.0015199110829529332,0.201633049746244
346,simple,0.1,0.31622776601683794,1.0,0.001788649529057435,0.2165901317162528
347,simple,0.1,0.31622776601683794,1.0,0.00210490414451202,0.23086586814870713
348,simple,0.1,0.31622776601683794,1.0,0.0024770763559917087,0.2430015870906077
349,simple,0.1,0.31622776601683794,1.0,0.002915053062825176,0.2525560290946033
350,simple,0.1,0.31622776601683794,1.0,0.0034304692863149156,0.2598436895157143
351,simple,0.1,0.31622776601683794,1.0,0.004037017258596553,0.26539178865230034
352,simple,0.1,0.31622776601683794,1.0,0.004750810162102793,0.26966485860955064
353,simple,0.1,0.31622776601683794,1.0,0.005590810182512223,0.2730073226848114
354,simple,0.1,0.31622776601683794,1.0,0.006579332246575676,0.27566155095019645
355,simple,0.1,0.31622776601683794,1.0,0.007742636826811269,0.27779707485324723
356,simple,0.1,0.31622776601683794,1.0,0.009111627561154887,0.2795340045609427
357,simple,0.1,0.31622776601683794,1.0,0.010722672220103232,0.2809591760071691
358,simple,0.1,0.31622776601683794,1.0,0.012618568830660211,0.28213667615965377
359,simple,0.1,0.31622776601683794,1.0,0.014849682622544635,0.28311499438506343
360,simple,0.1,0.31622776601683794,1.0,0.017475284000076828,0.28393136166763144
361,simple,0.1,0.31622776601683794,1.0,0.020565123083486514,0.28461496687173704
362,simple,0.1,0.31622776601683794,1.0,0.024201282647943835,0.28518897220708106
363,simple,0.1,0.31622776601683794,1.0,0.02848035868435799,0.2856720100085699
364,simple,0.1,0.31622776601683794,1.0,0.03351602650938841,0.28607921062429403
365,simple,0.1,0.31622776601683794,1.0,0.03944206059437656,0.2864229655394381
366,simple,0.1,0.31622776601683794,1.0,0.046415888336127725,0.28671349933482076
367,simple,0.1,0.31622776601683794,1.0,0.05462277217684337,0.28695927601589727
368,simple,0.1,0.31622776601683794,1.0,0.06428073117284319,0.28716734405402006
369,simple,0.1,0.31622776601683794,1.0,0.07564633275546291,0.28734360558155514
370,simple,0.1,0.31622776601683794,1.0,0.08902150854450375,0.28749299392513733
371,simple,0.1,0.31622776601683794,1.0,0.1047615752789664,0.28761966179147136
372,simple,0.1,0.31622776601683794,1.0,0.12328467394420659,0.2877271025857325
373,simple,0.1,0.31622776601683794,1.0,0.145082877849594,0.2878182591632423
374,simple,0.1,0.31622776601683794,1.0,0.17073526474706888,0.2878956212380988
375,simple,0.1,0.31622776601683794,1.0,0.2009233002565046,0.2879612870380946
376,simple,0.1,0.31622776601683794,1.0,0.23644894126454072,0.28801703001831513
377,simple,0.1,0.31622776601683794,1.0,0.2782559402207126,0.2880643744436924
