,model,C0,S0,pato0,k_ap,GFP
217,original,0.1,0.1,9.0,1.5922827933410938e-05,1030.6123177090674
218,original,0.1,0.1,9.0,1.873817422860383e-05,1044.0915585760906
219,original,0.1,0.1,9.0,2.2051307399030455e-05,1058.5421726870418
220,original,0.1,0.1,9.0,2.5950242113997373e-05,1073.8560068687402
221,original,0.1,0.1,9.0,3.053855508833412e-05,1089.8858108849302
222,original,0.1,0.1,9.0,3.5938136638046256e-05,1106.44878606384
223,original,0.1,0.1,9.0,4.229242874389499e-05,1123.3331424722164
224,original,0.1,0.1,9.0,4.977023564332114e-05,1140.3078351366369
225,original,0.1,0.1,9.0,5.857020818056661e-05,1157.1342325367893
226,original,0.1,0.1,9.0,6.892612104349695e-05,1173.578679581021
227,original,0.1,0.1,9.0,8.111308307896872e-05,1189.4246008563816
228,original,0.1,0.1,9.0,9.545484566618328e-05,1204.48271307995
229,original,0.1,0.1,9.0,0.00011233240329780277,1218.5986371931535
230,original,0.1,0.1,9.0,0.00013219411484660288,1231.6575319157114
231,original,0.1,0.1,9.0,0.00015556761439304722,1243.5855848014605
232,original,0.1,0.1,9.0,0.0001830738280295368,1254.3489180710008
233,original,0.1,0.1,9.0,0.00021544346900318823,1263.9502624817028
234,original,0.1,0.1,9.0,0.00025353644939701115,1272.4241077964216
235,original,0.1,0.1,9.0,0.0002983647240283337,1279.8306424718667
236,original,0.1,0.1,9.0,0.0003511191734215131,1286.2492468447526
237,original,0.1,0.1,9.0,0.00041320124001153346,1291.7715842404411
238,original,0.1,0.1,9.0,0.00048626015800653534,1296.4951435312094
239,original,0.1,0.1,9.0,0.0005722367659350214,1300.5176513376996
240,original,0.1,0.1,9.0,0.0006734150657750821,1303.9323986637073
241,original,0.1,0.1,9.0,0.0007924828983539169,1306.8253508696248
242,original,0.1,0.1,9.0,0.0009326033468832199,1309.2734402638562
243,original,0.1,0.1,9.0,0.0010974987654930556,1311.3439425430668
244,original,0.1,0.1,9.0,0.001291549665014884,1313.0949960701075
245,original,0.1,0.1,9.0,0.0015199110829529332,1314.576114206603
